"Iteration","Deviance","SAE","True_Value","Model","Weight_Component1","Weight_Component2","Weight_Component3","Weight_Component4","N_Obs","Corr_Type","SNR_db"
1,136.647929476731,0.0923987352200135,0.1,"Ridge_OOB",0.130617191146616,NA,NA,NA,200,"mixed",10
1,136.647929476731,0.0923987352200135,0.2,"Ridge_OOB",NA,0.181065232748053,NA,NA,200,"mixed",10
1,136.647929476731,0.0923987352200135,0.3,"Ridge_OOB",NA,NA,0.315582176463391,NA,200,"mixed",10
1,136.647929476731,0.0923987352200135,0.4,"Ridge_OOB",NA,NA,NA,0.37273539964194,200,"mixed",10
2,152.096016779104,0.0821530142756609,0.1,"Ridge_OOB",0.14107650713783,NA,NA,NA,200,"mixed",10
2,152.096016779104,0.0821530142756609,0.2,"Ridge_OOB",NA,0.191255023182543,NA,NA,200,"mixed",10
2,152.096016779104,0.0821530142756609,0.3,"Ridge_OOB",NA,NA,0.276950845426282,NA,200,"mixed",10
2,152.096016779104,0.0821530142756609,0.4,"Ridge_OOB",NA,NA,NA,0.390717624253345,200,"mixed",10
3,118.381281387144,0.0281964855392171,0.1,"Ridge_OOB",0.0984899126871377,NA,NA,NA,200,"mixed",10
3,118.381281387144,0.0281964855392171,0.2,"Ridge_OOB",NA,0.187411844543254,NA,NA,200,"mixed",10
3,118.381281387144,0.0281964855392171,0.3,"Ridge_OOB",NA,NA,0.309959755924683,NA,200,"mixed",10
3,118.381281387144,0.0281964855392171,0.4,"Ridge_OOB",NA,NA,NA,0.404138486844926,200,"mixed",10
4,153.805568233211,0.11281475902789,0.1,"Ridge_OOB",0.141798711846809,NA,NA,NA,200,"mixed",10
4,153.805568233211,0.11281475902789,0.2,"Ridge_OOB",NA,0.214608667667137,NA,NA,200,"mixed",10
4,153.805568233211,0.11281475902789,0.3,"Ridge_OOB",NA,NA,0.280783399716836,NA,200,"mixed",10
4,153.805568233211,0.11281475902789,0.4,"Ridge_OOB",NA,NA,NA,0.362809220769219,200,"mixed",10
5,135.988916322789,0.0399981616450537,0.1,"Ridge_OOB",0.108284029341,NA,NA,NA,200,"mixed",10
5,135.988916322789,0.0399981616450537,0.2,"Ridge_OOB",NA,0.211715051481527,NA,NA,200,"mixed",10
5,135.988916322789,0.0399981616450537,0.3,"Ridge_OOB",NA,NA,0.299888662203889,NA,200,"mixed",10
5,135.988916322789,0.0399981616450537,0.4,"Ridge_OOB",NA,NA,NA,0.380112256973584,200,"mixed",10
